"country","food_category","consumption","co2_emmission"
"Argentina","Pork",10.51,67.7100693928152
"Argentina","Poultry",38.66,46.9993377186255
"Argentina","Beef",55.48,1710.36197531823
"Argentina","Lamb & Goat",1.56,73.4061564140744
"Argentina","Fish",4.36,19.6758075875357
"Argentina","Eggs",11.39,15.6869928885081
"Argentina","Milk - inc. cheese",195.08,276.042138993224
"Argentina","Wheat and Wheat Products",103.11,56.2343069765705
"Argentina","Rice",8.77,46.7532692345717
"Argentina","Soybeans",0,27.649925761347
"Argentina","Nuts inc. Peanut Butter",0.49,5.01468439854395
"Australia","Pork",24.14,101.153143775747
"Australia","Poultry",46.12,25.3327844515513
"Australia","Beef",33.86,1074.59916784142
"Australia","Lamb & Goat",9.87,296.545060975941
"Australia","Fish",17.69,50.791741916811
"Australia","Eggs",8.51,41.698678348192
"Australia","Milk - inc. cheese",234.49,417.246802290234
"Australia","Wheat and Wheat Products",70.46,85.4379786928183
"Australia","Rice",11.03,89.3510257031658
"Australia","Soybeans",0.19,6.39036185021887
"Australia","Nuts inc. Peanut Butter",8.73,24.9177849949812
"Albania","Pork",10.88,19.9670341686613
"Albania","Poultry",13.23,39.5455164148732
"Albania","Beef",22.5,756.850945726096
"Albania","Lamb & Goat",15.32,568.292906349757
"Albania","Fish",3.85,66.8810856719656
"Albania","Eggs",12.45,95.0245248672918
"Albania","Milk - inc. cheese",303.72,294.250503178248
"Albania","Wheat and Wheat Products",138.64,94.1256598444724
"Albania","Rice",7.78,9.60115446819001
"Albania","Soybeans",0,16.0564950156257
"Albania","Nuts inc. Peanut Butter",4.36,11.644997167334
"Iceland","Pork",21.69,77.4886505857419
"Iceland","Poultry",26.87,27.6347747822724
"Iceland","Beef",13.36,438.138685061841
"Iceland","Lamb & Goat",21.12,735.432334071798
"Iceland","Fish",74.41,59.3768666616062
"Iceland","Eggs",8.24,18.0729123477572
"Iceland","Milk - inc. cheese",225.82,323.522709488533
"Iceland","Wheat and Wheat Products",72.92,35.2100668712828
"Iceland","Rice",3.89,10.7982084996976
"Iceland","Soybeans",0.11,2.96023822031453
"Iceland","Nuts inc. Peanut Butter",3.88,21.4970706755101
"New Zealand","Pork",22.29,132.643763487071
"New Zealand","Poultry",34.98,42.6745758322415
"New Zealand","Beef",22.49,606.298730434231
"New Zealand","Lamb & Goat",18.91,717.011270897755
"New Zealand","Fish",20.36,70.4272720488879
"New Zealand","Eggs",9.91,23.5289820783738
"New Zealand","Milk - inc. cheese",137.25,99.3863959519767
"New Zealand","Wheat and Wheat Products",76.91,68.0496383597214
"New Zealand","Rice",9.16,23.2218747676144
"New Zealand","Soybeans",0.44,33.6462224694908
"New Zealand","Nuts inc. Peanut Butter",8.22,118.61952489356
"USA","Pork",27.64,170.260883178719
"USA","Poultry",50.01,104.903078571298
"USA","Beef",36.24,1127.09490944454
"USA","Lamb & Goat",0.43,6.16246423333697
"USA","Fish",12.35,99.7331872445861
"USA","Eggs",14.58,5.02475745498745
"USA","Milk - inc. cheese",254.69,412.801701716317
"USA","Wheat and Wheat Products",80.43,6.23165796835643
"USA","Rice",6.88,9.39569239595429
"USA","Soybeans",0.04,22.028862477293
"USA","Nuts inc. Peanut Butter",7.86,104.644808671852
"Uruguay","Pork",16.84,24.2483012003339
"Uruguay","Poultry",27.45,62.1157440386118
"Uruguay","Beef",29.1,835.480560907054
"Uruguay","Lamb & Goat",8.23,231.489666496913
"Uruguay","Fish",6.53,22.8597814263166
"Uruguay","Eggs",13.14,53.5714325935605
"Uruguay","Milk - inc. cheese",210.54,310.388185230061
"Uruguay","Wheat and Wheat Products",109.31,66.4704178476303
"Uruguay","Rice",11.5,60.2160305309043
"Uruguay","Soybeans",0.01,39.7157485308479
"Uruguay","Nuts inc. Peanut Butter",0.95,20.089497789261
"Luxembourg","Pork",43.58,183.965152075171
"Luxembourg","Poultry",21.37,65.864330449109
"Luxembourg","Beef",29.88,929.504506171187
"Luxembourg","Lamb & Goat",1.67,129.759923294236
"Luxembourg","Fish",23.09,65.3912697588253
"Luxembourg","Eggs",14.64,29.0464853421876
"Luxembourg","Milk - inc. cheese",255.3,390.777262104457
"Luxembourg","Wheat and Wheat Products",103.2,15.8718589042829
"Luxembourg","Rice",4.2,35.8862271629455
"Luxembourg","Soybeans",0.04,27.0413947106169
"Luxembourg","Nuts inc. Peanut Butter",0.93,56.2115604903107
"Brazil","Pork",12.6,0.204576130257671
"Brazil","Poultry",45,5.09098412912819
"Brazil","Beef",39.25,1229.11296508476
"Brazil","Lamb & Goat",0.62,45.353169178527
"Brazil","Fish",10.01,23.6479214164335
"Brazil","Eggs",8.98,11.0975444353285
"Brazil","Milk - inc. cheese",149.28,214.18263327643
"Brazil","Wheat and Wheat Products",53,11.4923012148642
"Brazil","Rice",32.13,10.5396632518826
"Brazil","Soybeans",3.62,63.541669669564
"Brazil","Nuts inc. Peanut Butter",0.67,8.74038926067373
"Kazakhstan","Pork",10.36,145.010787944692
"Kazakhstan","Poultry",18.38,9.41408519526929
"Kazakhstan","Beef",23.38,802.844802308523
"Kazakhstan","Lamb & Goat",9.56,370.583662149085
"Kazakhstan","Fish",5.21,41.3684191466841
"Kazakhstan","Eggs",8.29,70.5149039995201
"Kazakhstan","Milk - inc. cheese",288.12,411.334698863472
"Kazakhstan","Wheat and Wheat Products",92.31,99.2635738099831
"Kazakhstan","Rice",7.32,21.8219163227624
"Kazakhstan","Soybeans",0.03,58.9479262855785
"Kazakhstan","Nuts inc. Peanut Butter",5.14,28.4206199776526
"Sweden","Pork",37,162.859492853478
"Sweden","Poultry",16.64,4.17814153351034
"Sweden","Beef",24.58,757.227426010792
"Sweden","Lamb & Goat",1.41,142.016357152471
"Sweden","Fish",23.86,105.818668796698
"Sweden","Eggs",13.37,44.7581503730081
"Sweden","Milk - inc. cheese",341.23,546.272080530277
"Sweden","Wheat and Wheat Products",79.59,37.2446996366261
"Sweden","Rice",5.96,32.28993669746
"Sweden","Soybeans",0.13,51.6348783034843
"Sweden","Nuts inc. Peanut Butter",6.23,51.615170792803
"Bermuda","Pork",28.24,77.5422705578075
"Bermuda","Poultry",32.62,58.0905625507053
"Bermuda","Beef",33.15,909.826396776726
"Bermuda","Lamb & Goat",2.71,114.631732469792
"Bermuda","Fish",33.22,3.76587217096277
"Bermuda","Eggs",14.92,58.7278241163809
"Bermuda","Milk - inc. cheese",95.56,34.0917557466114
"Bermuda","Wheat and Wheat Products",54.88,55.3002230779758
"Bermuda","Rice",5.38,49.1313127478446
"Bermuda","Soybeans",0.22,23.7426177190393
"Bermuda","Nuts inc. Peanut Butter",5.72,113.78646916311
"Denmark","Pork",24.87,118.96558033911
"Denmark","Poultry",26.75,84.7530559729012
"Denmark","Beef",28.46,975.383326768155
"Denmark","Lamb & Goat",0.92,42.4415828498489
"Denmark","Fish",16.49,19.4937895260026
"Denmark","Eggs",15.35,24.1070960630619
"Denmark","Milk - inc. cheese",277.3,446.835191261578
"Denmark","Wheat and Wheat Products",98,14.031082993331
"Denmark","Rice",4.96,22.7211416208396
"Denmark","Soybeans",0.03,30.5226040642788
"Denmark","Nuts inc. Peanut Butter",5.94,11.4573269597734
"Finland","Pork",36.14,132.126088486065
"Finland","Poultry",19.87,22.1082704232774
"Finland","Beef",19.22,579.974856046636
"Finland","Lamb & Goat",0.53,43.3435179794359
"Finland","Fish",33.8,82.2813445787154
"Finland","Eggs",9.55,9.11186763593634
"Finland","Milk - inc. cheese",430.76,599.570519572076
"Finland","Wheat and Wheat Products",81.99,8.62960537250778
"Finland","Rice",4.42,17.9673306948542
"Finland","Soybeans",0.08,26.4744483630717
"Finland","Nuts inc. Peanut Butter",3.43,102.985230997475
"Ireland","Pork",32.4,63.0596342415133
"Ireland","Poultry",26.26,23.3870314951313
"Ireland","Beef",22.35,676.368524344146
"Ireland","Lamb & Goat",4.1,81.2653874915946
"Ireland","Fish",17.39,54.1353606577496
"Ireland","Eggs",8.96,34.0591566100206
"Ireland","Milk - inc. cheese",291.86,408.480526072211
"Ireland","Wheat and Wheat Products",107.98,110.593077649286
"Ireland","Rice",3,43.2357982911314
"Ireland","Soybeans",0.25,12.222169233824
"Ireland","Nuts inc. Peanut Butter",4.1,22.6979981061629
"Greece","Pork",28.31,124.551760458792
"Greece","Poultry",15.74,15.3464230463315
"Greece","Beef",16.1,512.568777256822
"Greece","Lamb & Goat",12.47,409.798448597058
"Greece","Fish",14.42,112.625033964726
"Greece","Eggs",10.13,42.364004580379
"Greece","Milk - inc. cheese",255.26,345.266771729834
"Greece","Wheat and Wheat Products",124.04,4.09119122571099
"Greece","Rice",6.64,9.1428319052563
"Greece","Soybeans",0.02,68.2474823772932
"Greece","Nuts inc. Peanut Butter",10.5,2.6127194829516
"France","Pork",33.05,184.214741240012
"France","Poultry",22.93,69.2525008931072
"France","Beef",23.81,746.899226179654
"France","Lamb & Goat",3.28,46.5571469929117
"France","Fish",22.91,200.761125764316
"France","Eggs",13.13,10.9695696973525
"France","Milk - inc. cheese",241.31,383.200920831101
"France","Wheat and Wheat Products",108.43,26.7968142456841
"France","Rice",4.88,56.08187149294
"France","Soybeans",0.05,41.6501722822038
"France","Nuts inc. Peanut Butter",5.39,10.7734276797499
"Canada","Pork",22.81,102.667117943554
"Canada","Poultry",36.68,92.6957663536303
"Canada","Beef",30.25,913.766886423474
"Canada","Lamb & Goat",0.97,57.0614945317313
"Canada","Fish",14.56,34.0931500817675
"Canada","Eggs",12.95,24.9388969492012
"Canada","Milk - inc. cheese",187.77,279.983773718288
"Canada","Wheat and Wheat Products",84.96,13.8600819918856
"Canada","Rice",12.65,39.2746898474791
"Canada","Soybeans",0.94,60.2984010128135
"Canada","Nuts inc. Peanut Butter",8.01,4.1641524103435
"Norway","Pork",23.51,11.6986078984581
"Norway","Poultry",21.01,45.4662618878173
"Norway","Beef",19.83,640.894993634984
"Norway","Lamb & Goat",5.34,210.10221437334
"Norway","Fish",38.18,76.4434319194798
"Norway","Eggs",11.41,71.9212217351581
"Norway","Milk - inc. cheese",261.34,334.756727382449
"Norway","Wheat and Wheat Products",97.12,22.0125658662147
"Norway","Rice",4.36,33.6409441238446
"Norway","Soybeans",0.11,67.6828616408646
"Norway","Nuts inc. Peanut Butter",5.28,32.5290542492231
"Hong Kong SAR. China","Pork",67.11,162.585923425554
"Hong Kong SAR. China","Poultry",54.86,60.5391188733251
"Hong Kong SAR. China","Beef",25.82,834.675425051333
"Hong Kong SAR. China","Lamb & Goat",2.22,74.9951325036769
"Hong Kong SAR. China","Fish",42.44,123.999514468989
"Hong Kong SAR. China","Eggs",14.5,27.3013612969408
"Hong Kong SAR. China","Milk - inc. cheese",105.85,185.19242078207
"Hong Kong SAR. China","Wheat and Wheat Products",53.14,58.8396283412306
"Hong Kong SAR. China","Rice",43.48,16.7063012435239
"Hong Kong SAR. China","Soybeans",2.79,44.1864998469546
"Hong Kong SAR. China","Nuts inc. Peanut Butter",13.81,26.1873984900622
"French Polynesia","Pork",14.75,53.2480964459909
"French Polynesia","Poultry",49.55,32.0200989281466
"French Polynesia","Beef",30.9,1000.56979723939
"French Polynesia","Lamb & Goat",2.83,92.337766629527
"French Polynesia","Fish",38.95,23.1121051092267
"French Polynesia","Eggs",8.75,10.7930938931406
"French Polynesia","Milk - inc. cheese",93.56,165.150414740512
"French Polynesia","Wheat and Wheat Products",68.67,30.9964662031897
"French Polynesia","Rice",35.59,85.0417545375105
"French Polynesia","Soybeans",0.77,122.008982313305
"French Polynesia","Nuts inc. Peanut Butter",2.34,96.6392223060784
"Israel","Pork",1.99,38.6301850597013
"Israel","Poultry",62.5,22.7009331196274
"Israel","Beef",28.78,847.70754659522
"Israel","Lamb & Goat",1.87,5.37334190171207
"Israel","Fish",22.18,1.32285203597618
"Israel","Eggs",11.35,34.2160524733549
"Israel","Milk - inc. cheese",193.6,256.993110259735
"Israel","Wheat and Wheat Products",110.86,21.7510202189783
"Israel","Rice",16.81,33.1785094242337
"Israel","Soybeans",0.1,53.4815101145658
"Israel","Nuts inc. Peanut Butter",7.71,33.7871643985383
"Switzerland","Pork",31.49,92.3749428801186
"Switzerland","Poultry",16.38,11.3252862111147
"Switzerland","Beef",21.26,709.318132675737
"Switzerland","Lamb & Goat",1.42,29.7791025118346
"Switzerland","Fish",13.48,62.365606701018
"Switzerland","Eggs",10.53,109.59415468637
"Switzerland","Milk - inc. cheese",318.69,500.079030041346
"Switzerland","Wheat and Wheat Products",89.51,10.046870446824
"Switzerland","Rice",2.43,80.5544423578714
"Switzerland","Soybeans",0.44,72.5241584648351
"Switzerland","Nuts inc. Peanut Butter",9.27,2.20355773274523
"Netherlands","Pork",36.36,60.5888380179026
"Netherlands","Poultry",23.9,15.600304185244
"Netherlands","Beef",17.67,487.229536864322
"Netherlands","Lamb & Goat",0.94,22.3595258938177
"Netherlands","Fish",18.64,47.9616286442638
"Netherlands","Eggs",14.03,2.61963855925845
"Netherlands","Milk - inc. cheese",341.47,481.256844970547
"Netherlands","Wheat and Wheat Products",70.17,29.6671734319632
"Netherlands","Rice",2.93,16.2146091227923
"Netherlands","Soybeans",0.12,59.863496333307
"Netherlands","Nuts inc. Peanut Butter",7.94,69.7731218001686
"Kuwait","Pork",0,62.6527968799294
"Kuwait","Poultry",53.61,2.50277413189605
"Kuwait","Beef",13.03,492.454752733054
"Kuwait","Lamb & Goat",15.61,590.742696071089
"Kuwait","Fish",11.99,27.02354188415
"Kuwait","Eggs",12.6,31.1833599044083
"Kuwait","Milk - inc. cheese",157.66,229.542616407726
"Kuwait","Wheat and Wheat Products",96.76,7.0595062737887
"Kuwait","Rice",43.83,76.8555661291589
"Kuwait","Soybeans",0.06,30.6733644341317
"Kuwait","Nuts inc. Peanut Butter",5.23,0.531107759876303
"United Kingdom","Pork",25.79,191.301315232342
"United Kingdom","Poultry",31.55,189.313753302607
"United Kingdom","Beef",18.12,602.505118736679
"United Kingdom","Lamb & Goat",4.49,144.909562484005
"United Kingdom","Fish",15.49,35.4198983195338
"United Kingdom","Eggs",11.08,25.9108849345517
"United Kingdom","Milk - inc. cheese",232.2,300.128850677443
"United Kingdom","Wheat and Wheat Products",98.63,4.72537162846734
"United Kingdom","Rice",6.39,7.13037230733793
"United Kingdom","Soybeans",0.05,11.668209054768
"United Kingdom","Nuts inc. Peanut Butter",4.18,38.5672729308354
"Austria","Pork",52.56,80.1868234174499
"Austria","Poultry",18.61,42.5742107090116
"Austria","Beef",17.14,534.142462426183
"Austria","Lamb & Goat",1.16,48.0627663776942
"Austria","Fish",12.16,13.8297525881223
"Austria","Eggs",14.68,11.2887468123004
"Austria","Milk - inc. cheese",258.09,286.043068671674
"Austria","Wheat and Wheat Products",81.1,4.54604892834775
"Austria","Rice",3.7,56.3085556243972
"Austria","Soybeans",2.06,33.9091636327913
"Austria","Nuts inc. Peanut Butter",7.88,51.2545662421547
"Oman","Pork",0.01,54.3761391756562
"Oman","Poultry",31.51,18.6200674109592
"Oman","Beef",15.1,480.658244985802
"Oman","Lamb & Goat",12.87,412.191341437533
"Oman","Fish",21.56,64.4451439913763
"Oman","Eggs",7.8,18.1256609288112
"Oman","Milk - inc. cheese",152.28,187.536336618735
"Oman","Wheat and Wheat Products",64.1,105.015370914226
"Oman","Rice",56.55,65.7596553204412
"Oman","Soybeans",0.21,22.1427001864456
"Oman","Nuts inc. Peanut Butter",1.68,5.16039346044812
"Italy","Pork",40.28,149.63767805448
"Italy","Poultry",18.61,47.0139472587582
"Italy","Beef",18.6,520.288111302715
"Italy","Lamb & Goat",0.92,44.8018786176619
"Italy","Fish",15.6,49.3755397037291
"Italy","Eggs",13.34,48.8582593443261
"Italy","Milk - inc. cheese",246.88,390.817115935393
"Italy","Wheat and Wheat Products",146.37,40.9380315437218
"Italy","Rice",5.74,31.7233544252298
"Italy","Soybeans",0.01,8.76337691209818
"Italy","Nuts inc. Peanut Butter",7.63,46.2271955076856
"Bahamas","Pork",32.74,174.267813329418
"Bahamas","Poultry",45.74,40.6345458099699
"Bahamas","Beef",19.92,596.777922148654
"Bahamas","Lamb & Goat",5.22,133.605075104642
"Bahamas","Fish",18.8,1.60224812993689
"Bahamas","Eggs",6.2,33.7099113287952
"Bahamas","Milk - inc. cheese",104.76,247.76915726861
"Bahamas","Wheat and Wheat Products",39.98,17.0780901081275
"Bahamas","Rice",23.97,18.915064040465
"Bahamas","Soybeans",0.09,85.0464021809611
"Bahamas","Nuts inc. Peanut Butter",4.03,14.2715088827351
"Portugal","Pork",37.91,148.568792864776
"Portugal","Poultry",30.14,8.11251214732378
"Portugal","Beef",16.45,484.176848684342
"Portugal","Lamb & Goat",2.38,102.366205457807
"Portugal","Fish",45.39,136.096216381774
"Portugal","Eggs",9.05,82.5520517679375
"Portugal","Milk - inc. cheese",205.04,291.342833086371
"Portugal","Wheat and Wheat Products",94.3,94.9011690558291
"Portugal","Rice",14.86,86.3295774934814
"Portugal","Soybeans",0.01,54.5339457752558
"Portugal","Nuts inc. Peanut Butter",3.91,20.1369461137878
"Malta","Pork",34.24,109.653004537447
"Malta","Poultry",26.4,122.800635298248
"Malta","Beef",19.22,554.291415992089
"Malta","Lamb & Goat",1.19,47.3959294600135
"Malta","Fish",24.58,154.088404743709
"Malta","Eggs",11.64,54.4191408835228
"Malta","Milk - inc. cheese",190.06,234.481788247766
"Malta","Wheat and Wheat Products",139.58,0.169824090324969
"Malta","Rice",4.96,11.8967948378592
"Malta","Soybeans",0.05,28.8410276861251
"Malta","Nuts inc. Peanut Butter",5.62,9.48559628041263
"Armenia","Pork",9.67,59.3214963544634
"Armenia","Poultry",13.35,36.6619888460652
"Armenia","Beef",19.66,541.461322422702
"Armenia","Lamb & Goat",3.02,113.343647520079
"Armenia","Fish",4.36,67.4273666683892
"Armenia","Eggs",11.69,27.2473029806519
"Armenia","Milk - inc. cheese",209.03,334.892740575419
"Armenia","Wheat and Wheat Products",130.6,22.5686342761265
"Armenia","Rice",3.18,34.957153454262
"Armenia","Soybeans",0,24.5530268457055
"Armenia","Nuts inc. Peanut Butter",2.55,110.401742481974
"Slovenia","Pork",28.19,97.2269293513139
"Slovenia","Poultry",23.46,17.716158902522
"Slovenia","Beef",18.43,587.409578916479
"Slovenia","Lamb & Goat",0.79,59.3513712390264
"Slovenia","Fish",7.76,37.9581950760201
"Slovenia","Eggs",9.36,3.35412646006914
"Slovenia","Milk - inc. cheese",235.01,354.509212637865
"Slovenia","Wheat and Wheat Products",103.43,0.500173340633129
"Slovenia","Rice",3.95,68.3406449342663
"Slovenia","Soybeans",0.75,124.064256551286
"Slovenia","Nuts inc. Peanut Butter",5.28,37.7975525457035
"Chile","Pork",24.68,134.89834715611
"Chile","Poultry",36.52,1.05863872795923
"Chile","Beef",23.86,738.610441512517
"Chile","Lamb & Goat",0.42,9.66548494832693
"Chile","Fish",7.65,17.8099165824535
"Chile","Eggs",9.97,22.0959203488858
"Chile","Milk - inc. cheese",116.11,122.811233964241
"Chile","Wheat and Wheat Products",104.74,9.27939640152587
"Chile","Rice",8.85,18.1049378677424
"Chile","Soybeans",0.04,33.0935829882232
"Chile","Nuts inc. Peanut Butter",2.22,84.7863652043779
"Venezuela","Pork",7.23,36.9338611316105
"Venezuela","Poultry",39.28,47.5831157529837
"Venezuela","Beef",25.89,709.48376050509
"Venezuela","Lamb & Goat",0.32,8.71088933440994
"Venezuela","Fish",8.34,61.3761808868455
"Venezuela","Eggs",5.63,6.17633026364746
"Venezuela","Milk - inc. cheese",117.79,212.476662149797
"Venezuela","Wheat and Wheat Products",49.17,25.6061602687081
"Venezuela","Rice",23.39,24.8520756602557
"Venezuela","Soybeans",0,54.9527833481094
"Venezuela","Nuts inc. Peanut Butter",0.35,13.6417456847015
"Belgium","Pork",38.65,84.7093405684199
"Belgium","Poultry",12.2,128.066350236177
"Belgium","Beef",15.63,439.230042201156
"Belgium","Lamb & Goat",1.32,44.6672596456962
"Belgium","Fish",18.97,110.928661700918
"Belgium","Eggs",12.59,6.3535018809235
"Belgium","Milk - inc. cheese",236.19,378.594319344957
"Belgium","Wheat and Wheat Products",111.91,34.8551033131604
"Belgium","Rice",8.61,37.750569925708
"Belgium","Soybeans",0.07,19.7261688114475
"Belgium","Nuts inc. Peanut Butter",7.32,15.8967417383566
"Germany","Pork",51.81,211.228642662083
"Germany","Poultry",17.75,31.9555987016718
"Germany","Beef",13.16,491.713561648853
"Germany","Lamb & Goat",0.73,12.8125797236264
"Germany","Fish",11.16,0.746206933928121
"Germany","Eggs",12.2,13.7624649377792
"Germany","Milk - inc. cheese",258.7,414.180468559053
"Germany","Wheat and Wheat Products",83.41,1.10035071038768
"Germany","Rice",3.34,11.5649632243878
"Germany","Soybeans",0.88,26.9138014398432
"Germany","Nuts inc. Peanut Butter",7.96,25.2548797633266
"Russia","Pork",25.66,94.9131735555305
"Russia","Poultry",27.5,1.24636547870273
"Russia","Beef",16.98,558.400755468341
"Russia","Lamb & Goat",1.4,91.3436244894593
"Russia","Fish",20.82,8.20793213974777
"Russia","Eggs",15.43,85.1307437615717
"Russia","Milk - inc. cheese",163.57,211.263121036716
"Russia","Wheat and Wheat Products",130.99,25.4818773330937
"Russia","Rice",4.71,47.1689988767204
"Russia","Soybeans",0.05,48.8621043688528
"Russia","Nuts inc. Peanut Butter",1.62,70.1126339416252
"Croatia","Pork",42.79,159.063647754606
"Croatia","Poultry",8.52,22.3501676509379
"Croatia","Beef",12.41,299.601275980566
"Croatia","Lamb & Goat",1.71,31.7779543419461
"Croatia","Fish",15.83,58.9737842234454
"Croatia","Eggs",8.48,53.7131979515081
"Croatia","Milk - inc. cheese",231.02,254.738814146673
"Croatia","Wheat and Wheat Products",106.59,71.6712423814408
"Croatia","Rice",2.64,4.20819598441438
"Croatia","Soybeans",0,66.8106762806652
"Croatia","Nuts inc. Peanut Butter",3.88,29.5243640099469
"Belarus","Pork",40.37,155.801813443373
"Belarus","Poultry",31.29,43.3703006741657
"Belarus","Beef",17.11,531.492806491934
"Belarus","Lamb & Goat",0.11,54.1430662625501
"Belarus","Fish",15.75,57.8206790312296
"Belarus","Eggs",15.86,97.8230056257982
"Belarus","Milk - inc. cheese",133.73,251.635388904498
"Belarus","Wheat and Wheat Products",60.48,109.150404101152
"Belarus","Rice",3.17,116.561773574882
"Belarus","Soybeans",0.3,11.069864105832
"Belarus","Nuts inc. Peanut Butter",3.36,73.9807184461902
"Spain","Pork",48.92,200.32016162258
"Spain","Poultry",28.63,1.03363600552619
"Spain","Beef",12.15,347.802284175316
"Spain","Lamb & Goat",2.16,86.0767412301978
"Spain","Fish",28.83,22.4672283530261
"Spain","Eggs",13.32,9.11375510749674
"Spain","Milk - inc. cheese",164.29,184.61307064943
"Spain","Wheat and Wheat Products",93.88,11.6366767640841
"Spain","Rice",8.32,39.4426679540426
"Spain","Soybeans",0.02,1.03437309112513
"Spain","Nuts inc. Peanut Butter",7.44,45.2506029829924
"Paraguay","Pork",26.24,81.5876025941778
"Paraguay","Poultry",6.39,17.4799388131881
"Paraguay","Beef",19.81,576.093321528835
"Paraguay","Lamb & Goat",0.56,92.800618476199
"Paraguay","Fish",3.6,68.4394397549949
"Paraguay","Eggs",18.83,23.1348960119384
"Paraguay","Milk - inc. cheese",75.72,83.732270169914
"Paraguay","Wheat and Wheat Products",31.51,168.286056971933
"Paraguay","Rice",4.91,45.4208670351407
"Paraguay","Soybeans",0,10.680560981197
"Paraguay","Nuts inc. Peanut Butter",1.6,60.5028828772724
"New Caledonia","Pork",19.9,73.9772086123975
